NCM;Descrição;Mínimo;Máximo;I.I;IPI;PIS;COFINS;ICMS
61081100;"COMBINAÇÕES, ANÁGUAS,ETC.MALHA
FIB.SINT./ART.";9,1549;13,6040;;;;;
61081900;COMBINAÇÕES, ANÁGUAS,ETC. MALHA/OUTS.M.TÊXT.;7,4209;11,5154;;;;;
61082100;"CALCINHAS, DE MALHA
DE ALGODÃO";2,4674;2,9867;;;;;
61082200;CALCINHA MALHA D/FIBRAS SINTÉTICAS/ARTIFICIAI S;15,1747;17,2315;;;;;
61082900;CALCINHA MALHA DE OUTRAS MATÉRIAIS TÊXTEIS;7,8346;11,4112;;;;;
61083100;CAMISOLAS E PIJAMAS MALHA DE ALGODÃO FEM.;4,6692;9,0386;;;;;
61083200;CAMISOLAS E PIJAMAS MALHA FIBRA SINT/ART.FEM.;19,6106;19,6653;;;;;
61083900;CAMISOLAS E PIJAMAS MALHA OUTS.MAT. TÊXT.FEM.;5,0349;6,9662;;;;;
61089100;OUTS.COMB.ANÁGUAS SEM.MALHA ALGODÃO, FEM.;3,4966;4,1362;;;;;
61089200;OUTS.COMB.ANÁGUAS SEM.MALHA F. SINT/ART.FEM.;8,9960;17,6746;;;;;
61089900;OUTS.COMB.ANÁGUAS SEM.MALHA OUTS.M. TÊXTEIS;9,1528;12,6574;;;;;
61091000;"CAMISETA ""T-SHIRTS"", ETC.DE MALHA DE ALGODÃO";73,2032;83,2975;;;;;
61099000;"CAMISETAS(T.SHIRTS) CAMISET.INT.MALHA.
/M.TÊXTIL";8,2792;18,9327;;;;;
61101100;SUÉTERES,PULOV. CARDIGÃ,COLETES, SEMELH.D/LÃ;0,7000;0,7000;;;;;
61101200;SUÉTERES,PULOV. CARD.COL.SEML.C. CACHEMIRA;8,4847;11,1001;;;;;
61101900;OUTS.SUÉTS.PUL. CARD.COL.SEM., D/PÊLOS FINOS;6,9721;9,2812;;;;;
61102000;"SUÉTS.PULOV.CARD. COL.SEM.,MALHA
D/ALGODÃO";4,2242;6,6418;;;;;
61103000;SUÉTS.PULOV.CARD. COL.SEMELH.,FIBRA SINT./ART.;14,4668;21,6843;;;;;
61109000;"SUÉTS.PULOV.CARD. COL.SEMELH.OUTS.M.
TÊXTEIS";10,7692;14,9958;;;;;
61112000;VEST./ACESSÓRIOS P/BEBÊ MALHA DE ALGODÃO;359,4692;359,4692;;;;;
61113000;"VEST./ACESSÓRIOS P/BEBÊ MALHA FIBR.
SINTÉTICA";17,8316;25,4990;;;;;
61119010;VEST./ACESSÓRIOS P/BEBÊ D/MALHA D/LÃ/PELOS FINOS;14,6487;17,6784;;;;;
61119090;"VEST./ACESSÓRIOS P/BEBÊ MALHA OUT.
MAT.TÊXTIL";9,0486;11,0004;;;;;
61121100;ABRIGOS P/ESPORTE MALHA DE ALGODÃO;6,9682;14,6578;;;;;
61121200;"ABRIGOS P/ESPORTE, D/MALHA D/FIBRA
SINTÉTICA";5,6392;7,9699;;;;;
61121900;ABRIGOS P/ESPORTE MALHA D/OUTS.MATS. TÊXTEIS;14,5384;18,3338;;;;;
61122000;"- Macacões (Fatos- macacos*) e conjuntos,
de esqui";9,0454;9,0949;;;;;
61123100;SHORTS,SUNGAS D/BANHO FIBR. SINTÉTICA MASC.;7,7821;16,7721;;;;;
61123900;"SHORTS,SUNGAS D/BANHO OUTS.MATS.
TÊXT.MASC.";2,9571;5,3464;;;;;
61124100;MAIÔS,BIQUINIS D/BANHO MALHA D/FIBRA SINT.FEM.;6,6916;13,3026;;;;;
61124900;"MAIÔS,BIQUINIS D/BANHO OUTS.MAT.
TÊXTEIS, FEM.";8,7829;13,0053;;;;;
61130000;"VEST.CONFEC.C/TEC. MALHA POS.
5903/5906/5907";7,1361;9,2314;;;;;
61142000;"VESTUÁRIO TECIDO
MALHA DE ALGODÃO";6,5156;23,4859;;;;;
61143000;"VESTUÁRIO TECIDO FIBRAS SINT.
/ARTIFICIAIS";2,7852;4,4388;;;;;
61149090;"VESTUÁRIO TECIDOS MALHA D/OUTS.MATS.
TÊXTEIS";1,8959;2,9767;;;;;
61151011;De fibras sintéticas, de título inferior a 67 decitex p;2,0401;6,2985;;;;;
61151012;"De fibras sintéticas, de título igual ou superior a
67";1,3895;2,3741;;;;;
61151014;MEIAS-CALÇAS MALHA ALGODÃO;3,5874;17,4282;;;;;
61151019;"OUTS.MEIAS-CALÇAS D/OUTRAS MATÉRIAS
TÊXTEIS";1,3003;2,5221;;;;;
61151021;MEIAS FEM.ATÉ/ACIMA JOELHO<67DC. SINT/ART.;6,4952;6,1536;;;;;
61151022;"MEIAS FEM.AC/AT JOELHO<67DC.F.SIM.
ALGODÃO";2,2089;3,2048;;;;;
61151029;MEIAS FEM. AC/AT JOELHO<67DC.OUTS. MAT.TÊXTEIS;16,5694;16,9521;;;;;
61151093;"OUTRAS MEIAS- CALÇAS E SEMEL.
MALHA D/FIB.SINT.";2,3886;5,8874;;;;;
61151099;OUT.MEIAS-CALÇAS MALHA DE OUT.MATS. TÊXTEIS;1,8834;4,5942;;;;;
61152100;"-- De fibras sintéticas, de
título inferior a 67 decite";0,3431;1,5322;;;;;
61152200;-- De fibras sintéticas, de título igual ou superior a;2,8003;4,3772;;;;;
61152920;"MEIAS-CALÇAS MALHA
ALGODÃO";3,0427;3,9977;;;;;
61152990;OUTS.MEIAS-CALÇAS D/OUTRAS MATÉRIAS TÊXTEIS;33,0000;33,0000;;;;;
61153010;"MEIAS FEM.ATÉ/ACIMA JOELHO<67DC.
SINT/ART.";11,4824;11,4824;;;;;
61153020;MEIAS FEM. AC/AT JOELHO<67DC.F.SIM. ALGODÃO;3,1437;3,5952;;;;;
61153090;"MEIAS FEM. AC/AT JOELHO<67DC.OUTS.
MAT.TÊXTEIS";6,3993;10,5229;;;;;
61159400;OUTS.MEIAS-CALÇAS SEMELH.D/LÃ/PÊLOS FINOS;2,2923;3,9387;;;;;
61159500;"OUTRAS MEIAS E SEMELH.MALHA DE
ALGODÃO";2,2298;3,7056;;;;;
61159600;"OUTRAS MEIAS- CALÇAS E SEMEL.
MALHA D/FIB.SINT.";1,8730;5,5793;;;;;
61159900;OUT.MEIAS-CALÇAS MALHA DE OUT.MATS. TÊXTEIS;60,7480;99,6889;;;;;
61161000;"- Impregnadas, revestidas, recobertas ou
estratificadas, de";0,9690;2,4300;;;;;
61169100;LUVAS/SEMELHANTES MALHA D/LÃ/PÊLOS FINOS;1,8780;3,9591;;;;;
61169200;"LUVAS E SEMELHANTES MALHA
DE ALGODÃO";2,9308;7,2038;;;;;
61169300;LUVAS/SEMELHANTES MALHA D/FIBRAS SINTÉTICAS;2,4060;3,7435;;;;;
61169900;"LUVAS E SEMELHANTES DE
OUTS.MAT.TÊXTEIS";2,4545;3,0849;;;;;
61171000;XALES,ECHARPES, LENÇO D/PESCOÇO, ETC.D/MALHA;5,0078;12,7775;;;;;
61178010;"Gravatas, gravatas-
borboletas eplastrons";5,2611;10,4791;;;;;
61178090;OUTROS ACESSÓRIOS DE VEST.CONFEC. D/MALHA;24,9572;31,1878;;;;;
61179000;"PARTES DE VEST.OU DE ACESSÓRIOS DE
MALHA";14,2892;18,7429;;;;;
62012000;- De lã ou de pelos finos;7,0488;11,3371;;;;;
62013000;- De algodão;6,7964;14,8002;;;;;
62014000;"- De fibras sintéticas ou
artificiais";19,2635;31,7816;;;;;
62019000;- De outras matérias têxteis;8,9958;13,9386;;;;;
62022000;- De lã ou de pelos finos;7,0587;11,1192;;;;;
62023000;- De algodão;1,0227;11,1150;;;;;
62024000;- De fibras sintéticas ou artificiais;16,0569;16,0569;;;;;
62029000;"- De outras matérias
têxteis";12,4635;16,3737;;;;;
62031100;TERNOS D/LÃ OU DE PÊLOS FINOS, MASCULINO;9,6362;19,5757;;;;;
62031200;"TERNOS DE FIBRAS SINTÉTICAS,
MASCULINO";9,1904;19,2435;;;;;
62032200;CONJUNTOS DE ALGODÃO,MASCULINO;13,8055;2,1856;;;;;
62032300;"CONJUNTOS D/FIBRAS SINTÉTICAS,
MASCULINO";18,5392;21,2802;;;;;
62032990;CONJUNTOS D/OUTS. MATÉRIAS TÊXTEIS, MASCULINO;19,5303;26,0688;;;;;
62033200;"PALETÓS DE
ALGODÃO,MASCULINO";23,9550;30,6989;;;;;
62033300;PALETÓS DE FIBRAS SINTÉTICAS,USO MASCULINO;10,6932;15,0055;;;;;
62033900;"PALETÓS DE OUT. MATÉRIAS TÊXTEIS,
USO MASC.";11,6879;17,0393;;;;;
62034200;CALÇAS,JARD.BERM. SHORTS D/ALGODÃO, MASC.;14,8128;13,2459;;;;;
62034300;"CALÇAS,JARD.BERM. SHORTS D/FIBRA SINT.
MASC.";7,2299;7,6789;;;;;
62034900;CALÇAS,JARD.BERM. SHORTS OUTS.MAT. TÊXT.MASC.;2,1846;1,6165;;;;;
62041300;"TAILLEURS D/FIBRAS SINTÉTICAS P/USO
FEMININO";8,4124;8,8726;;;;;
62041900;TAILLEURS DE OUTS. MATS.TÊXTEIS,USO FEMININO;7,5002;8,0032;;;;;
62042200;"CONJUNTOS DE ALGODÃO, USO
FEMININO";7,4381;9,4572;;;;;
62042300;CONJUNTOS DE FIBRAS SINTÉTICAS, USO FEM.;8,4325;20,5250;;;;;
62042900;"CONJUNTOS DE OUTRAS MATÉRIAS
TÊXTEIS,FEM.";7,3829;18,2872;;;;;
62043200;BLAZERS(CASACOS) D/ALGODÃO, USO FEMININO;9,8192;19,1086;;;;;
62043300;"BLAZERS(CASACOS) DE FIBRAS
SINTÉTICAS, FEM.";7,7564;7,7564;;;;;
62043900;BLAZERS(CASACOS) DE OUTS.MATS. TÊXTEIS, FEM.;8,2595;10,7773;;;;;
62044100;"VESTIDOS DE LÃ OU
PÊLOS FINOS";7,4434;12,0197;;;;;
62044200;VESTIDOS DE ALGODÃO;8,9896;17,0478;;;;;
62044300;"VESTIDOS DE FIBRAS
SINTÉTICAS";1,4500;10,1681;;;;;
62044400;"VESTIDOS DE FIBRAS
ARTIFICIAIS";106,4223;29,5857;;;;;
62044900;VESTIDOS DE OUTRAS MATÉRIAS TÊXTEIS;8,4356;11,8688;;;;;
62045100;"SAIAS E SAIAS- CALÇAS DE LÃ OU
PÊLOS FINOS";7,4801;14,1393;;;;;
62045200;SAIAS E SAIAS- CALÇAS DE ALGODÃO;4,9617;12,8377;;;;;
62045300;"SAIAS E SAIAS- CALÇAS DE FIBRAS
SINTÉTICAS";459,5000;459,5000;;;;;
62045900;SAIAS E SAIAS- CALÇAS DE OUTS. MATS.TÊXTEIS;8,1652;12,8203;;;;;
62046100;"CALÇAS,JARD.BERM. SHORTS D/LÃ/PÊLO
FINO,FEM.";7,5100;12,8598;;;;;
62046200;CALÇAS,JARD.BERM. SHORTS DE ALGODÃO, FEM.;9,0295;16,2525;;;;;
62046300;"CALÇAS,JARD.BERM. SHORTS DE FIBRAS
SINT.,FEM.";14,5504;18,6802;;;;;
62046900;CALÇAS,JARD.BERM. SHORTS D/OUTS.M. TÊXT.FEM.;7,2422;12,2455;;;;;
62052000;"CAMISAS DE ALGODÃO, USO
MASCULINO";34,8072;34,8072;;;;;
62053000;CAMISAS D/FIBRAS SINTÉTICAS/ARTIFICIAI S, MASC.;12,5032;17,2545;;;;;
62059010;"CAMISAS DE LÃ OU
D/PÊLOS FINOS, MASC.";151,0752;203,9095;;;;;
62059090;CAMISAS DE OUTS. MATS.TÊXTEIS,USO MASCULINO;8,2953;10,2359;;;;;
62061000;"CAMISAS BLUSAS D/SEDA/DESP.D/SEDA,
USO FEM.";7,4924;11,3475;;;;;
62063000;CAMISAS,BLUSAS DE ALGODÃO, USO FEMININO;1,1452;4,8016;;;;;
62064000;"CAMISAS,BLUSAS DE FIBRA SINT/ART.,USO
FEM.";66,4041;66,4041;;;;;
62069000;CAMISAS,BLUSAS D/OUTS.MATS. TÊXTEIS,USO FEM.;2,4147;5,0929;;;;;
62071100;"CUECAS E CEROULAS
DE ALGODÃO";12,3389;14,2144;;;;;
62071900;CUECAS E CEROULAS DE OUTS.MAT.TÊXTEIS;10,0981;12,0850;;;;;
62072100;"CAMISOLÕES E PIJAMAS DE
ALGODÃO,USO MASC.";23,0919;32,1819;;;;;
62072200;CAMISOLÕES E PIJAMAS D/FIBRAS SINT/ART.MASC.;13,8740;17,4794;;;;;
62079100;"OUTS.(CAMISETAS, ROBES,SEM.)
D/ALGODÃO,MASC.";29,1076;29,1076;;;;;
62079910;OUTS.(CAMISETAS, ROB.,SEM.)FIBR. SINT/ART MASC.;59,7674;62,5331;;;;;
62079990;"OUTS.(CAMISETAS, ROB.,SEM.)OUTS.M.
TÊXT.MASC.";13,4842;15,0382;;;;;
62081100;COMBINAÇÕES E ANÁGUAS FIBRAS SINT/ART.,FEM.;7,3999;10,6001;;;;;
62082100;"CAMISOLAS E PIJAMAS D/ALGODÃO, USO
FEMININO";26,3046;26,3046;;;;;
62082200;CAMISOLAS E PIJAMAS FIBRAS SINT/ART.,USO FEM.;14,5896;20,9719;;;;;
62082900;"CAMISOLAS E PIJAMAS D/OUTS.MATS.
TÊXTEIS, FEM.";5,9038;7,6289;;;;;
62089100;OUTS.(CORPETES, ROBES,SEM.)DE ALGODÃO, FEM.;8,1868;18,2802;;;;;
62089200;"OUTS.(CORPETES, ROBES,SEM.)FIBR.
SINT/ART.FEM.";8,1912;12,3329;;;;;
62092000;VEST.E ACESSÓRIOS P/BEBÊS DE ALGODÃO;1,6215;9,1849;;;;;
62093000;"VEST.E ACESSÓRIOS P/BEBÊS FIBRAS
SINTÉTICAS";1,9750;3,5527;;;;;
62099090;VEST.E ACESSÓRIOS P/BEBÊS D/OUTS.MAT. TÊXTEIS;3,6438;6,1620;;;;;
62101000;"VEST.CONFEC.DAS MATS. DAS POS. 5602
OU 5603";5,9832;7,5138;;;;;
62102000;- Outro vestuário, do tipo abrangido pela posição 62.01;7,0882;8,6669;;;;;
62103000;"- Outro vestuário, do tipo abrangido pela posição
62.02";7,1290;13,2216;;;;;
62104000;OUTRO VESTUÁRIO DE USO MASCULINO;11,7588;24,6729;;;;;
62105000;"OUTRO VESTUÁRIO DE
USO FEMININO";5,8065;5,5951;;;;;
62111100;"SUNGAS D/BANHO, SHORTS, EXC.
D/MALHA, MASC.";612,5410;6,3237;;;;;
62111200;MAIÔS, BIQUINIS, D/USO FEMININO, EXC. D/MALHA;16,6458;28,1078;;;;;
62112000;"- Macacões (Fatos- macacos*) e conjuntos,
de esqui";7,2975;18,8797;;;;;
62113200;OUTRO VESTUÁRIO, USO MASCULINO DE ALGODÃO;2,5171;6,3564;;;;;
62113300;"OUTRO VESTUÁRIO MASC.,FIBRAS SINT.
/ARTIFICIAIS";8,4152;11,7930;;;;;
62113990;OUTRO VESTUÁRIO MASC.D/OUTS.MATS. TÊXTEIS;7,3234;15,9253;;;;;
62114200;"OUTRO VESTUÁRIO, USO FEMININO DE
ALGODÃO";6,3874;21,8011;;;;;
62114300;"OUTRO VESTUÁRIO FEM.,FIBRAS SINT.
/ARTIFICIAIS";13,4813;20,4507;;;;;
62114900;"OUTRO VESTUÁRIO FEMININO,D/OUTS.
MATS.TÊXTEIS";2,5118;6,8218;;;;;
62121000;- Sutiãs e bustiês (sutiãs de cós alto*);1,8544;4,7025;;;;;
62122000;"CINTAS E CINTAS- CALÇAS,MESMO DE
MALHA";2,3451;5,0573;;;;;
62123000;- Modeladores de torso inteiro (Cintas-sutiãs*);10,1158;14,6659;;;;;
62129000;"SUTIÃS,CINTAS, ESPARTILHOS,MESMO
DE MALHA";2,4228;13,0096;;;;;
62132000;LENÇOS DE ASSOAR E DE BOLSO,DE ALGODÃO;23,5721;53,7812;;;;;
62139090;"LENÇOS D/ASSOAR E D/BOLSO,OUTS.MATS.
TÊXTEIS";3,4141;5,3484;;;;;
62141000;XALES,ECHARPES E SEM.D/SEDA OU DESP. D/SEDA;1,9584;3,7062;;;;;
62143000;"XALES,ECHARPES, VÉUS,SEM.D/FIBRAS
SINTÉTICAS";7,8422;12,3758;;;;;
62144000;XALES,ECHARPES, VÉUS,SEM.D/FIBRAS ARTIFICIAIS;3,6309;4,5604;;;;;
62149010;"XALES,ECHARPES, VÉUS,SEM.DE
ALGODÃO";44,6878;53,7524;;;;;
62149090;OUTS.XALES E SEMELHANTES D/OUTS.MATS.TÊXT.;2,6657;8,3183;;;;;
62151000;"GRAVATAS,GRAV- BORB.,PLASTR.SEDA E
DESPERD.";1,3000;1,3000;;;;;
62152000;GRAVATAS,GRAV- BORB.,PLASTR.FIBRAS SINT./ART.;1,5339;7,2269;;;;;
62159000;"GRAVATAS,GRAV- BORB.,PLASTR.D/OUT.
MATS.TÊXT.";1,6969;5,4608;;;;;
62160000;LUVAS, MITENES E SEMELHANTES;4,4341;10,2178;;;;;
62171000;"OUTS.ACESSÓRIOS EXCETO DA POSIÇÃO
62.12";40,8375;67,7191;;;;;
62179000;"OUTS.PARTES VEST.
/ACESSÓRIOS EXC. POS. 62.12";3,5190;9,6402;;;;;
63012000;"COBERT./MANTAS (EXC.ELÉTR.),
LÃ/PÊLOS FINOS";2,0490;3,4742;;;;;
63013000;COBERT. E MANTAS (EXC.ELÉTR.), DE ALGODÃO;1,3042;4,3908;;;;;
63014000;"COBERT.E MANTAS (EXC.ELÉTR.)FIBRAS
SINTÉTICAS";5,7312;6,8108;;;;;
63019000;OUTROS COBERTORES E MANTAS;2,0252;10,6697;;;;;
63021000;"- Roupa de cama, de
malha";2,3092;4,1825;;;;;
63022100;OUTS. ROUPAS D/CAMA ESTAMPADAS D/ALGODÃO;1,4757;9,6036;;;;;
63022200;"OUTS.ROUPAS CAMA ESTAMP.FIBRAS SINT.
/ART.";7,0287;9,8126;;;;;
63022900;OUTS.ROUPAS CAMA ESTAMP.,OUTS.MATS. TÊXTEIS;2,2988;4,2064;;;;;
63023100;"OUTRAS ROUPAS DE
CAMA DE ALGODÃO";20,0297;13,2464;;;;;
63023200;"OUTRAS ROUPAS DE CAMA FIBRAS SINT.
/ART.";5,7685;5,7685;;;;;
63023900;"OUTRAS ROUPA D/CAMA DE OUTS.
MATS.TÊXTEIS";3,5583;16,6815;;;;;
63024000;"- Roupa de mesa, de
malha";1,8625;5,3066;;;;;
63025100;ROUPAS DE MESA DE ALGODÃO,EXC. D/MALHA;10,5206;21,7853;;;;;
63025300;"ROUPAS D/MESA, D/FIBRAS SINT./ART.
EXC.D/MALHA";2,8630;6,5856;;;;;
63025910;ROUPAS DE MESA DE LINHO,EXC.D/MALHA;2,5243;5,2141;;;;;
63025990;"OUTRAS ROUPAS DE MESA D/OUTS.MAT.
TÊXTEIS";3,5201;7,1498;;;;;
63026000;- Roupa de toucador ou de cozinha, de tecidos atoalhados (tu;1,7872;3,0291;;;;;
63029100;"OUTRAS ROUPAS/CAMA/COZ/T
OUC/MESA,ALGODÃO";1,5878;3,3067;;;;;
63029300;OUTS. ROUPAS/CAMA/COZ/T OUC/MESA FIB. SINT/ART.;1,7328;3,1480;;;;;
63029990;OUTS. ROUPAS/CAM/COZ/TO UC/MESA OUTS.M. TÊXT.;0,6706;2,6066;;;;;
63031200;"CORTINADOS,CORT. EST.SANEF.MALHA F.
SINTÉTICA";13,6352;16,2404;;;;;
63031990;CORTINADOS,CORT. EST,SANEF.MALH.OUT. M.TÊXTIL;1,9116;4,2481;;;;;
63039100;"CORTINADOS,CORT. SANEF.ETC.D/ALG.,
EXC.D/MALHA";2,3051;3,7725;;;;;
63039200;CORTINADOS,SANEF., ETC.D/FIBR.SINT.EXC. D/MALHA;3,9220;8,4508;;;;;
63039900;"CORTINADOS,SANEF. ETC.D/OUTS.M.TÊXT.
EXC.MALH.";1,5085;4,0690;;;;;
63041910;COLCHAS DE ALGODÃO, EXC.DE MALHA;2,0064;3,2627;;;;;
63041990;"OUTS.COLCHAS D/OUT.MAT.TÊXTEIS
EXC.9404";9,4782;10,0752;;;;;
63042000;- Mosquiteiros para camas mencionados na Nota de subpos;4,1807;7,0818;;;;;
63049100;"OUTS.ARTEFATOS DE
MALHA, EXC.9404";1,6592;3,9387;;;;;
63049200;"OUTS.ARTEFATOS DE
ALGODÃO, EXC.MALHA";2,0650;4,5431;;;;;
63049300;OUTS.ARTEFATOS FIBRAS SINTÉTICAS, EXC.MALHA;2,1589;3,9278;;;;;
63049900;"OUTS.ARTEFATOS D/OUTS.MAT.TÊXTEIS,
EXC.MALHA";5,7511;13,3449;;;;;
63051000;"SACOS D/JUTA
/D/OUTS.FIBRAS TÊXT. LIB.POS.5303";2,3333;3,3796;;;;;
63052000;"SACOS PARA EMBALAGEM, DE
ALGODÃO";1,5039;1,7126;;;;;
63053200;CONTÊINERES FLEX. PROD.GRANEL,D/MAT. SINT./ART.;1,6221;3,8339;;;;;
63053310;"SACOS D/MALHA, P/EMBALAGEM
D/POLIET./POLIPR.";1,8749;5,6004;;;;;
63053390;OUTS.SACOS D/LÃMINAS E SEM. D/POLIET.,/POLIPR.;1,4516;4,4335;;;;;
63053900;"OUTS.SACOS QQ. DIMENSÕES MATÉRIAS
SINT./ART.";1,5960;1,9050;;;;;
63059000;OUTS.SACOS QQ. DIMENSÕES OUTS. MATS.TÊXTEIS;0,8124;1,3212;;;;;
63061200;"ENCERADOS E TOLDOS DE FIBRAS
SINTÉTICAS";0,9659;2,3512;;;;;
63061990;ENCERADOS E TOLDOS DE OUTRAS MAT.TÊXTEIS;8,7660;9,2131;;;;;
63062200;"TENDAS DE FIBRAS
SINTÉTICAS";0,9956;2,0575;;;;;
63062910;TENDAS DE ALGODÃO;3,9684;3,3187;;;;;
63062990;TENDAS DE OUTRAS MATÉRIAS TÊXTEIS;1,5000;1,5000;;;;;
63063010;VELAS DE FIBRAS SINTÉTICAS, P/EMBARCAÕES,ETC.;3,7424;4,5308;;;;;
63063090;VELAS D/OUTS.MATÉR. TÊXTEIS, P/EMBARC. ETC.;2,2922;3,0885;;;;;
63064090;COLCHÕES PNEUMÁTICOS DE OUTRAS MAT.TÊXTEIS;1,4108;3,9450;;;;;
63069000;OUTROS ARTIGOS PARA ACAMPAMENTOS;2,7888;6,1341;;;;;
63071000;"- Rodilhas, esfregões, panos de prato ou de
cozinha, fl";1,8832;2,9870;;;;;
63072000;CINTOS E COLETES SALVA-VIDAS;1,3181;3,6993;;;;;
63079010;"De falso tecido (tecido
não tecido)";2,9011;2,3527;;;;;
63079090;OUTS.ART.CONFEC. INCL.MOLDES PARA VESTUÁRIO;11,5976;11,5976;;;;;
63080000;"Sortidos constituídos por cortes de tecido e fios,
mesm";5,0835;7,5240;;;;;
63101000;- Selecionados;3,3480;3,3480;;;;;
63109000;OUTROS TRAP.CORD. CAB.M.TÊXTEIS DESPERDÍCIOS;2,4128;4,2388;;;;;
64011000;- Calçado com biqueira protetora de metal;1,4559;1,7987;;;;;
64019200;OUTS.CALÇ.COBR. TORNOZELO,MAS NÃO O JOELHO;45,4119;45,4119;;;;;
64019990;Outro;36,3393;62,8481;;;;;
64021200;-- Calçado para esqui e para surfe de neve;2,6000;14,3242;;;;;
64021900;-- Outro;11,3316;17,7268;;;;;
64022000;- Calçado com parte superior em tiras ou correias, fixa;11,5792;23,7318;;;;;
64029190;Outro;33,3984;35,2012;;;;;
64029990;Outro;86,0853;101,1795;;;;;
64031900;-- Outro;2,6201;3,4973;;;;;
64032000;- Calçado com sola exterior de couro natural e parte su;79,4247;95,6954;;;;;
64034000;"- Outro calçado, com biqueira protetora de
metal";20,2684;41,9653;;;;;
64035990;Outro;19,1175;29,1210;;;;;
64039190;Outro;29,6327;62,7752;;;;;
64039990;Outro;2,7999;6,6898;;;;;
64041100;"-- Calçado para esporte; calçado para tênis, basquetebo";221,3687;221,3687;;;;;
64041900;-- Outro;35,8528;58,0412;;;;;
64042000;"- Calçado com sola exterior de couro natural
ou reconst";2,4831;9,8999;;;;;
64051010;CALÇADOS COURO RECONST.SOLA D/BORR/PLÁST.;13,4540;12,3264;;;;;
64052000;"OUTS.CALÇADOS P. SUP.MATÉRIAS
TÊXTEIS";12,6893;15,2194;;;;;
64059000;- Outro;2,3799;8,7302;;;;;
64061000;- Partes superiores de calçado e seus componentes, exce;2,0731;5,3036;;;;;
64062000;- Solas exteriores e saltos, de borracha ou plástico;1,8992;2,9337;;;;;
64069020;OUTROS PALMILHAS DE OUTRAS MATÉRIAS;37,1106;37,1106;;;;;
64069090;Outros;42,9522;53,6238;;;;;
65010000;"ESB.Ñ ENFORM.NEM COPA/ABA FELTR.
P/CHAPÉUS";22,9442;33,7488;;;;;
65020010;ESBOÇOS D/CHAPÉUS D/PALHA FINA (PANAMÁ,ETC.);1,6763;3,7771;;;;;
65020090;"OUTS.ESBOÇOS PARA
CHAPÉUS,EM TIRAS";1,3392;2,4164;;;;;
65040010;CHAPÉUS,OUT.ART. TIRAS MMO.GUARNEC. PALH.FINA;13,4711;22,7599;;;;;
65040090;"OUTS.CHAP.
/ART/SEMEL.TIRAS MMO GUARNECIDOS";9,4959;21,8720;;;;;
65050011;BONÉS DE ALGODÃO;2,5188;6,4498;;;;;
65050012;BONÉS DE FIBRAS SINTÉTICAS OU ARTIFICIAIS;4,0591;10,7756;;;;;
65050019;BONÉS DE OUTRAS MATÉRIAS TÊXTEIS;2,5897;5,7635;;;;;
65050021;GORROS DE ALGODÃO;5,2592;5,3858;;;;;
65050022;"GORROS DE FIBRAS SINTÉTICAS OU
ARTIFICIAIS";13,8144;33,2081;;;;;
65050029;GORROS DE OUTRAS MATÉRIAS TÊXTEIS;2,6051;5,3436;;;;;
65050031;"CHAPÉUS DE
ALGODÃO";1,8037;2,4982;;;;;
65050032;CHAPÉUS DE FIBRAS SINTÉTICAS OU ARTIFICIAIS;2,3520;3,2809;;;;;
65050039;"CHAPÉUS DE OUTRAS
MATÉRIAS TÊXTEIS";5,1654;14,3268;;;;;
65050090;CHAPÉUS DE OUTROS ARTEFATOS MALHA/CONFEC. C/RENDA;1,8585;8,0596;;;;;
65061000;- Capacetes e artigos de uso semelhante, de proteção;2,0509;2,7585;;;;;
65069100;"OUTS.CHAPÉUS/ART. USO SEM.DE BORR.
/PLÁSTICO";7,0077;8,1382;;;;;
65069900;"OUTS.CHAPÉUS/ART. USO SEM.DE OUTS.
MATÉRIAS";1,0631;2,9101;;;;;
65070000;Carneiras, forros, capas, armações, palas e barbicachos;0,9138;1,4640;;;;;
66011000;"- Guarda-sóis de jardim
e artigos semelhantes";1,1508;1,2635;;;;;
66019110;GUARDA-CHUVAS D/HASTE/CABO,ETC. C/SEDA,ETC.;0,8167;1,2895;;;;;
66019190;"OUTS.GUARDA- CHUVAS/SÓIS ETC.
CAB./HAST.TELES.";1,3827;5,5253;;;;;
66019900;OUTS.GUARDA- CHUVAS/SOMBR.E GUARDA-SÓIS;1,9570;3,3879;;;;;
66020000;"Bengalas, bengalas- assentos, chicotes,
pingalins e arti";0,4735;1,5375;;;;;
66032000;ARM.MONTADAS MMO. CAB.P/GUARDA- SÓIS/CHUVAS;4,7534;38,6364;;;;;
66039000;"OUTS.PART., ACESSÓRIOS P/ART.
DA POS.6601/6602";1,8399;3,0651;;;;;
67010000;Peles e outras partes de aves, com as suas penas ou pen;2,7716;6,1064;;;;;
67021000;- De plástico;0,7246;2,3632;;;;;
67029000;FLORES,FOLHAGEM, FRUTOS PART.OUTS. MATÉRIAS;1,1028;3,0083;;;;;
67030000;Cabelo disposto no mesmo sentido, adelgaçado, branqueado ou;1,0594;1,7097;;;;;
67041100;PERUCAS COMPLETAS D/MATS.TÊXTEIS SINTÉTICAS;3,9716;16,1325;;;;;
67041900;"OUTS.BARBAS,PEST., PERUC.ETC.D/MAT.
TÊXT.SINTS.";1,4201;1,9835;;;;;
67042000;PERUCAS,BARBAS, PESTANAS,SEM.,DE CABELO;0,5132;0,8446;;;;;
